iter	Logloss
349	0.03912695095
350	0.0389768629
351	0.03880614262
352	0.03864312046
353	0.03849283128
354	0.03834143171
355	0.03820869248
356	0.03800156163
357	0.0378900471
358	0.03774555706
359	0.0376562075
360	0.03753007611
361	0.03735540873
362	0.03720267753
363	0.03711234329
364	0.03698782259
365	0.03686880437
366	0.0367698351
367	0.03669086701
368	0.03657359356
369	0.03641478584
370	0.03628009484
371	0.03613205325
372	0.03602226505
373	0.03591813689
374	0.03582581988
375	0.03573295731
376	0.0355715341
377	0.03542858352
378	0.03536616897
379	0.03525256273
380	0.03516971122
381	0.03506219911
382	0.03497871406
383	0.03486359601
384	0.03472924861
385	0.03463417449
386	0.03450220792
387	0.03434012519
388	0.03424749894
389	0.03413901807
390	0.03403640171
391	0.03390733974
392	0.03381286313
393	0.03368218628
394	0.03364692547
395	0.03353604449
396	0.03343930856
397	0.03333799617
398	0.0332406929
399	0.03317038665
400	0.03310413143
401	0.03300531803
402	0.03291718277
403	0.03285358995
404	0.03274348834
405	0.03261148909
406	0.03252616876
407	0.03241334272
408	0.03230276678
409	0.0322064574
410	0.03209862935
411	0.0320420416
412	0.03195875935
413	0.03187268815
414	0.03179501482
415	0.03173249468
416	0.03162464065
417	0.03153369883
418	0.03139756057
419	0.03128360822
420	0.03120255764
421	0.03114467514
422	0.03103629315
423	0.03092912128
424	0.03081433425
425	0.03067951504
426	0.03057482875
427	0.03047490329
428	0.03038952095
429	0.03034574495
430	0.03028739902
431	0.03020942148
432	0.03013597431
433	0.03004574063
434	0.02992831886
435	0.02982286074
436	0.02969082965
437	0.02958175713
438	0.02948858281
439	0.0294163776
440	0.02934870946
441	0.02925504909
442	0.02917801852
443	0.02908252119
444	0.02899927079
445	0.02889450573
446	0.02880493493
447	0.02873506948
448	0.02867343346
449	0.02859849209
450	0.02851605457
451	0.02844342448
452	0.02836364267
453	0.02825883319
454	0.02819200308
455	0.02807110936
456	0.02801622699
457	0.02795475439
458	0.02785679745
459	0.02778040378
460	0.02771212305
461	0.02763835659
462	0.02756919928
463	0.02748175371
464	0.02739589034
465	0.02730916883
466	0.02723079742
467	0.02718914414
468	0.02711543886
469	0.0270527595
470	0.02695819657
471	0.02686610331
472	0.02680709785
473	0.02676014154
474	0.0267009777
475	0.02659982956
476	0.02650301234
477	0.02645395259
478	0.0263931437
479	0.02632546634
480	0.02624474091
481	0.02613884787
482	0.02605348312
483	0.02598304363
484	0.02593780611
485	0.02584515892
486	0.02576686963
487	0.02569385907
488	0.02563842194
489	0.0255979838
490	0.02552300807
491	0.02546470739
492	0.0253807388
493	0.02530216877
494	0.02523345897
495	0.02517221934
496	0.02508940051
497	0.02503902338
498	0.02498334992
499	0.02491996242
500	0.02484645743
501	0.02479890528
502	0.02474076467
503	0.02467459576
504	0.02459308678
505	0.02454307838
506	0.02448179936
507	0.0244292224
508	0.02437743906
509	0.02429689213
510	0.02424112229
511	0.02419021134
512	0.02414182787
513	0.02410939792
514	0.02402686654
515	0.02395786761
516	0.02389480443
517	0.02382098518
518	0.023763458
519	0.02369547728
520	0.02363572682
521	0.02355704282
522	0.02346096056
523	0.02341045185
524	0.02334565563
525	0.02331364134
526	0.02324186017
527	0.0231823586
528	0.02313345723
529	0.02306281745
530	0.02295837922
531	0.02288843249
532	0.0228707342
533	0.02282468632
534	0.02279923545
535	0.02276458556
536	0.02268382158
537	0.02262500217
538	0.0225800412
539	0.0225146483
540	0.02244949173
541	0.02239157739
542	0.02234618651
543	0.02228465776
544	0.02221071029
545	0.02216207122
546	0.02210641033
547	0.02205898892
548	0.02197937555
549	0.02193902373
550	0.02190484397
551	0.02185934164
552	0.02184034358
553	0.02178521902
554	0.02174350876
555	0.02169411966
556	0.02162040767
557	0.02159892486
558	0.02153917608
559	0.02146452969
560	0.02141135606
561	0.02134333512
562	0.02129046402
563	0.02123562271
564	0.02116081962
565	0.02109581138
566	0.02103255964
567	0.02098157242
568	0.02090882082
569	0.02085630755
570	0.02079559588
571	0.02073209106
572	0.02067087489
573	0.02063371259
574	0.02056471451
575	0.02051448906
576	0.02046844033
577	0.0204346092
578	0.02035223202
579	0.02029119016
580	0.02023405182
581	0.02020296187
582	0.02014712835
583	0.02011426011
584	0.02004755151
585	0.02000287715
586	0.01994747102
587	0.01988568834
588	0.01983983152
589	0.01981089027
590	0.01977095495
591	0.01973440609
592	0.01969580826
593	0.0196493422
594	0.01960649222
595	0.01955294148
596	0.01950704611
597	0.01946278071
598	0.01938604512
599	0.01934124254
600	0.01929636454
601	0.01925008871
602	0.01921965912
603	0.01916763359
604	0.01912078455
605	0.01905990778
606	0.0190105346
607	0.0189588711
608	0.01892834514
609	0.01889965027
610	0.01883542559
611	0.01879640371
612	0.01875622285
613	0.01872092684
614	0.01867618795
615	0.01864050143
616	0.01858821946
617	0.01855202425
618	0.01851102128
619	0.01846680365
620	0.01843989461
621	0.0184362207
622	0.01839399841
623	0.01834345618
624	0.0183111293
625	0.01828108186
626	0.01824887649
627	0.01821256564
628	0.01818007283
629	0.01813663456
630	0.01809473574
631	0.01805926626
632	0.01803019344
633	0.0179847372
634	0.01795236591
635	0.01790522272
636	0.01787969308
637	0.01784500715
638	0.0178193384
639	0.01779326068
640	0.01775506678
641	0.01772366173
642	0.01769535487
643	0.01763705503
644	0.01762335414
645	0.01756368412
646	0.01752844427
647	0.01748682116
648	0.01746471318
649	0.01741887731
650	0.01736555451
651	0.01732985039
652	0.01732165868
653	0.01730593898
654	0.01727387608
655	0.01725413468
656	0.017212944
657	0.01716082712
658	0.01709939809
659	0.01707337485
660	0.01704390062
661	0.01699701051
662	0.01694642052
663	0.01691660102
664	0.01687237332
665	0.01683923607
666	0.01682040226
667	0.01677206572
668	0.01673849521
669	0.01671350777
670	0.01667847659
671	0.01664229478
672	0.01660125411
673	0.01656364012
674	0.01651768777
675	0.01647946705
676	0.01642290528
677	0.01640259822
678	0.01636527251
679	0.01632479834
680	0.01628389509
681	0.0162551005
682	0.01622861718
683	0.01620660138
684	0.01618829972
685	0.01616131526
686	0.01611285637
687	0.01607542507
688	0.0160587827
689	0.01604575474
690	0.01598368965
691	0.01595402351
692	0.01592022757
693	0.01588693528
694	0.01585051045
695	0.01581797407
696	0.01578390075
697	0.01572565789
698	0.0156829177
699	0.01566219833
700	0.0156339585
701	0.01558991601
702	0.01555668155
703	0.01553403305
704	0.01550592479
705	0.01547166962
706	0.01543480399
707	0.01539274092
708	0.01538087697
709	0.01534501362
710	0.01531205152
711	0.01529065586
712	0.01525054037
713	0.01522036638
714	0.01517625182
715	0.01514684546
716	0.01511132989
717	0.0150883688
718	0.01506968751
719	0.01503425994
720	0.01501249052
721	0.01497458909
722	0.01493792375
723	0.01493410318
724	0.01489185072
725	0.01485544265
726	0.01485056785
727	0.01480267714
728	0.01477527367
729	0.01475410512
730	0.01472845228
731	0.01470759631
732	0.01467073906
733	0.01466405664
734	0.0146394438
735	0.01462076418
736	0.01460044874
737	0.01455651687
738	0.01452008283
739	0.01448722967
740	0.01446064495
741	0.01445421896
742	0.01442603612
743	0.01440888256
744	0.01439301368
745	0.01437085375
746	0.01435657126
747	0.01432849988
748	0.01429637078
749	0.01427249959
750	0.01424524109
751	0.01419941528
752	0.01416665766
753	0.0141371851
754	0.01411963515
755	0.01408295891
756	0.01406526482
757	0.01402777234
758	0.01400421039
759	0.01397671222
760	0.01396610615
761	0.01394592982
762	0.0139409025
763	0.01390832254
764	0.01387482075
765	0.01384261287
766	0.01382749319
767	0.01379649208
768	0.01377828259
769	0.01375010898
770	0.01371547082
771	0.01370367224
772	0.01367558411
773	0.01367384185
774	0.01367206691
775	0.01365953925
776	0.0136384964
777	0.01361937934
778	0.01361078453
779	0.0135755958
780	0.01355306042
781	0.01352964596
782	0.01349896748
783	0.01346385165
784	0.01343791556
785	0.01341398822
786	0.01340887123
787	0.01339006592
788	0.01336896105
789	0.01336023552
790	0.0133464659
791	0.01331611509
792	0.01330588698
793	0.01327046611
794	0.01324193549
795	0.01323756602
796	0.01319887517
797	0.01317831753
798	0.01317495872
799	0.01313710087
800	0.01311609825
801	0.01311230785
802	0.01309114098
803	0.01307532825
804	0.01305737604
805	0.01304127085
806	0.01303835535
807	0.01302440305
808	0.01301735022
809	0.01300948869
810	0.01299673141
811	0.01298376965
812	0.01295681955
813	0.01292563574
814	0.01288934081
815	0.01287037627
816	0.01286063169
817	0.01283839465
818	0.01281504388
819	0.01276888202
820	0.01274467395
821	0.01274211042
822	0.01272139943
823	0.01268482627
824	0.01267911345
825	0.0126404955
826	0.01262085551
827	0.0126183297
828	0.01259514904
829	0.01255819458
830	0.01252708284
831	0.01251705753
832	0.01248899621
833	0.01248069723
834	0.01243837269
835	0.01241094157
836	0.01239505761
837	0.0123802832
838	0.01237864235
839	0.01235985965
840	0.01232920967
841	0.01229976057
842	0.01228121756
843	0.01226379917
844	0.01224345692
845	0.01223132145
846	0.0122154442
847	0.01218224494
848	0.01217614243
849	0.01212375738
850	0.01209952752
851	0.01207945678
852	0.01205373942
853	0.01202717397
854	0.01199707792
855	0.0119773491
856	0.01197537722
857	0.01194811203
858	0.01193198336
859	0.01190257114
860	0.0118895591
861	0.01187426344
862	0.01186091535
863	0.01184211255
864	0.01182104121
865	0.01179823096
866	0.01176803854
867	0.01173324618
868	0.01172114424
869	0.01170698913
870	0.0116809969
871	0.01164841191
872	0.01163357297
873	0.01161547327
874	0.01161394806
875	0.01159879068
876	0.01157495636
877	0.01155565158
878	0.01154569331
879	0.01152716789
880	0.01152566866
881	0.01151003695
882	0.01150818743
883	0.01150538171
884	0.01147826904
885	0.01146382481
886	0.01144347752
887	0.01142244389
888	0.01142091617
889	0.01140456376
890	0.01138154065
891	0.01137609515
892	0.01136844984
893	0.0113667411
894	0.01135503554
895	0.01133080736
896	0.01130948544
897	0.01129692426
898	0.0112691244
899	0.01124785194
900	0.01122177087
901	0.01121924422
902	0.01119626469
903	0.01119442606
904	0.0111931707
905	0.01118097322
906	0.01115803978
907	0.01113678324
908	0.01112385835
909	0.01111907825
910	0.01111677368
911	0.01111534903
912	0.0111124637
913	0.01110763835
914	0.01107506844
915	0.01105502955
916	0.01105285655
917	0.01104575092
918	0.01104410587
919	0.0110349144
920	0.01101472801
921	0.01099786356
922	0.01098103096
923	0.01095849307
924	0.01094645314
925	0.01092146989
926	0.01090318918
927	0.01090119384
928	0.010900122
929	0.01089352003
930	0.01086357314
931	0.01084628298
932	0.01084492873
933	0.01080846367
934	0.01079952863
935	0.01079040923
936	0.01076612238
937	0.01075283547
938	0.01072017589
939	0.0107189222
940	0.01071829955
941	0.01071440524
942	0.01068710736
943	0.010671241
944	0.01065089539
945	0.01063189398
946	0.01062351622
947	0.01062201532
948	0.01060406646
949	0.01060198816
950	0.01060110236
951	0.01059673624
952	0.01058657852
953	0.01058313591
954	0.01057957765
955	0.01056546612
956	0.01055608441
957	0.01055293846
958	0.01055067579
959	0.01054951428
960	0.01052044565
961	0.01050505781
962	0.01050172581
963	0.01050026681
964	0.01048566168
965	0.01047107583
966	0.01046940564
967	0.01046798183
968	0.01045596872
969	0.01043686087
970	0.0104265037
971	0.01039598948
972	0.01038344589
973	0.01036271395
974	0.01036032558
975	0.01035956046
976	0.01035628713
977	0.01033523674
978	0.01033526104
979	0.0103039113
980	0.01027671817
981	0.01025183716
982	0.01022677095
983	0.01022431721
984	0.01022297217
985	0.01021199319
986	0.01019512287
987	0.01019074334
988	0.01018739124
989	0.01018614509
990	0.01018489559
991	0.01018340139
992	0.01015463948
993	0.01014705031
994	0.0101383759
995	0.01013644844
996	0.01011613635
997	0.0101051163
998	0.01009756232
999	0.01009494517
